NOMBRE CIENTÍFICO;NOMBRE COMÚN;REINO;"ENDÉMICA
respecto de Chile
 
-- = No presente en Chile

? = dudoso";"DISTRIBUCIÓN REGIONES:
ANT= ANTARTICA
DV= DESVENTURADAS
IP= ISLA DE PASCUA
JF= Arch. JUAN FERNÁNDEZ
SG= SALAS Y GOMEZ
? = Sin datos o de presencia dudosa o requiere confirmación";Arica y Parinacota;Tarapacá;Antofagasta;Atacama;Coquimbo;Valparaíso continental;Metropolitana;O'higgins;Maule;Ñuble;Bío-Bío;Araucanía;De Los Ríos;De Los Lagos;Aysén;Magallanes continental e insular;Antártica;Isla Pascua;Salas y Gómez;Juan Fernandez;Desventuradas;"CATEGORÍA VIGENTE:
CR = En peligro crítico
DD = Datos insuficientes
EN = En Peligro
EW= Extinta en estado silvestre
EX = Extinta
LC = Preocupación menor
NT = Casi amenazada
R  = Rara
VU = Vulnerable";"ID
Inven
tario
Na
cio
nal";
Stenomesson chilense;;Plantae;SI;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DD;608;
Sternula lorata;gaviotín chico;Animalia;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;22;
Sterphus aurifrons;mosco de Juan Fernández, mosco de rostro dorado;Animalia;SI;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;8301;
Sticherus litoralis;huedahue;Plantae;Si;XIV-XII;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;NT;609;
Sticherus quadripartitus;palmita, yerba loza, pata de cucho, hierba loza, huedahue (mapudungún), bi-iúl (yagán);Plantae;NO;VIII-XII, JF;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;"NT (JF); LC (Chile continental)";610;
Sticherus squamulosus;yerba loza, palmita, wedawe, huedahue;Plantae;SI;VII-XI, JF;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;0;0;0;0;1;0;"EN (JF); LC (Chile continental)";612;
Strix rufipes;concón, kongkong, lechuza bataraz;Animalia;NO;V-XII;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;NT;733;
Suaeda multiflora; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;1068;
Suaeda nesophila;;Plantae;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;EN;8302;
Succinea chiloensis;caracol chilote;Animalia;SI;VIII-XI;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;VU;;
Succinea cryptica;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;224;
Succinea cumingi;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;225;
Succinea fernandi;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Succinea fragilis;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;;
Succinea mamillata;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;228;
Succinea masafuerae;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Succinea pinguis;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;;
Succinea rubicunda;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Succinea semiglobosa;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;;
Succinea texta;caracol terrestre Succinea;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;233;
Sula variegata;piquero;Animalia;NO;XV-V, VI-X;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;LC;717;
Swiftia comauensis;gorgona amarilla-roja;Animalia;SI;X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;CR;8181;
Sympterygia brevicaudata;"raya moteada; raya negra ";Animalia;NO;XV-V, VI-VIII;1;1;1;1;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;NT;;
Synammia espinosae;;Plantae;SI;II-IV;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;574;
Syntrichia muricata;;Plantae;SI;III-IV;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Tachyeres patachonicus;quetru volador;Animalia;NO;VII-XII;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;678;
Tachyeres pteneres;quetru no volador, pato quetru no volador, pato vapor;Animalia;NO;XIV-XII;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;NT;2919;
Tachymenis chilensis;culebra de cola corta;Animalia;SI;III-X;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;LC;920;
Tachymenis peruviana;culebra peruana;Animalia;NO;XV-II, III?;1;1;1;sd;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;920;
Tadarida brasiliensis;murciélago de cola libre, murciélago cola de ratón, murciélago guanero, brazilian free-tailed bat (inglés), mexican free-tailed bat (inglés);Animalia;NO;XV-XI;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;LC;4455;
Tanyderus pictus;típula pintada;Animalia;SI;VIII-X;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;VU;8247;
Tasmacetus shepherdi;ballena picuda de Shepherd;Animalia;NO;XV?-V?, VI?-XI?, XII, ANT?, IP?, JF, SG?, DV?;sd;sd;sd;sd;sd;sd;0;sd;sd;sd;sd;sd;sd;sd;sd;1;sd;sd;sd;1;sd;DD;796;
Tecoma fulva;chuve;Plantae;No;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Tecophilaea cyanocrocus;azulillo ;Plantae;SI;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;33;
Telmatobius chusmisensis;sapo;Animalia;SI;I;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;2918;
Telmatobius dankoi;sapo de Danko;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;662;
Telmatobius fronteriensis;sapo ;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;57;
Telmatobius halli;sapo ;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;57;
Telmatobius marmoratus;sapo ;Animalia;NO;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;664;
Telmatobius pefauri;sapo de Pefaur;Animalia;SI;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;59;
Telmatobius peruvianus;sapo peruano;Animalia;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;60;
Telmatobius philippii;sapo de Philippi;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;57;
Telmatobius vilamensis;rana de Vilama;Animalia;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;4458;
Telmatobius zapahuirensis;sapo de Zapahuira;Animalia;SI;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;61;
Telmatobufo australis;sapo Austral;Animalia;SI;XIV-X;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;VU;62;
Telmatobufo bullocki;sapo de Bullock;Animalia;SI;XVI-IX;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;VU-R;63;
Telmatobufo ignotus;rana montana de Los Queules;Animalia;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;5433;
Telmatobufo venustus;sapo hermoso;Animalia;SI;VII-VIII;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;EN;64;
Teloschistes chrysophthalmus;liquen;Fungi;NO;II-X;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;LC;;
Teloschistes flavicans;liquen;Fungi;NO;II, IV, VI-VII, VIII, X;0;0;1;0;1;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;LC;;
Tetragnatha paschae;araña (genérico);Animalia;Si;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;EX;;
Tetragonia pedunculata; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;1069;
Thalassarche bulleri;albatros de Buller;Animalia;No;XV-V, VI-XI;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;NT;;
Thalassarche cauta;albatros de frente blanca;Animalia;No;V, VI-XII;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;0;0;0;0;0;NT;;
Thalassarche chrysostoma;albatros de cabeza gris;Animalia;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;VU;4468;
Thalassarche eremita;albatros de las Islas Chatham, albatros de las Chatham, albatros de Chatham;Animalia;No;V, XII, JF;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;VU;;
Thalassarche melanophris;albatros de ceja negra;Animalia;NO;III-XII;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;4470;
Thalassarche salvini;albatros de Salvin;Animalia;NO;XV-XII;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;VU;4471;
Thalasseus elegans;gaviotín elegante;Animalia;NO;XV-X;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;0;0;0;0;0;0;NT;;
Thamnoseris lacerata;;Plantae;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;EN;8303;
Thaumastura cora;picaflor de Cora, colibrí de Cora, Peruvian Sheartail (inglés);Animalia;No;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;;
Thaxterogaster albocanus;hongo;Fungi;NO;VII, XVI-VIII?, IX-XII;0;0;0;0;0;0;0;0;1;sd;sd;1;1;1;1;1;0;0;0;0;0;NT;;
Thelocephala odieri;odieri, perdido;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;528;
Thelypteris dentata;;Plantae;NO;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NT;613;
Thelypteris interrupta;;Plantae;NO;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NT;614;
Theristicus branickii;bandurria de la puna;Animalia;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;693;
Theristicus melanopis;bandurria;Animalia;NO;II-XII;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;694;
Thinocorus rumicivorus;perdicita chica, perdicita común, perdicita;Animalia;NO;XV-XII;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Thylamys elegans;llaca, marmosa;Animalia;SI;II-XIV;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;LC;737;
Thyrsopteris elegans;;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;331;
Tigridia philippiana;;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;615;
Tillandsia geissei;;Plantae;SI;II-III;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;4475;
Tillandsia marconae;;Plantae;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;927;
Tillandsia tragophoba;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;103;
Tinamotis ingoufi;perdiz austral;Animalia;NO;XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;VU;735;
Tinamotis pentlandii;perdiz de la puna, keu, kiula, kisaca;Animalia;NO;XV-III;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;736;
Tornatellina aperta;caracol terrestre Tornatellina;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;234;
Tornatellina bilamellata;caracol terrestre Tornatellina;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;235;
Tornatellina callosa;caracol terrestre Tornatellina;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;236;
Tornatellina minuta;caracol terrestre Tornatellina;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;237;
Tornatellina plicosa;caracol terrestre Tornatellina;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;238;
Tornatellina reclusiana;caracol terrestre Tornatellina;Animalia;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;239;
Traubia modesta;;Plantae;SI;IV, V, VII;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;LC;616;
Triakis maculata;tollo pintado;Animalia;NO;XV-II;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;;
Trichocereus atacamensis;;Plantae;NO;XV?, I-II;sd;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;425;
Trichocereus chiloensis;;Plantae;SI;III-VII;0;0;0;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;NT;426;
Trichocereus coquimbanus;;Plantae;SI;III, IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;427;
Trichocereus deserticola;;Plantae;SI;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Trichocereus skottsbergii;;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;430;
Trichomanes exsectum;;Plantae;SI;VII-X, JF;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;"EN (JF); VU (Chile continental)";617;
Trichomanes ingae;;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;332;
Trichomanes philippianum;;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;333;
Trichomycterus areolatus;bagrecito;Animalia;NO;III-X ;0;0;0;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;VU;192;
Trichomycterus chiltoni;bagrecito;Animalia;SI;VIII;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;EN-R;193;
Trichomycterus chungaraensis;bagrecito;Animalia;SI;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;;
Trichomycterus laucaensis;bagrecito;Animalia;SI;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;196;
Trichomycterus rivulatus;bagrecito;Animalia;SI;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN-R;195;
Tringa flavipes;pitotoy chico;Animalia;No;XV-XII;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Trismeria trifoliata;;Plantae;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;567;
Tristagma graminifolium;;Plantae;SI;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;618;
Tristagma leichtlinii; ;Plantae;SI;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EX;1177;
Tristagma sessile ;;Plantae;SI;RM;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Tristagma subbiflorum; ;Plantae;SI;V;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;CR;1178;
Tropaeolum beuthii;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;5438;
Tropaeolum hookerianum; ;Plantae;SI;IV;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;1179;
Tropaeolum rhomboideum;soldadillo;Plantae;SI;XIII;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Trophon geversianus;caracol trofón;Animalia;NO;X-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;LC;8142;
Tunilla chilensis;;Plantae;NO;XV-I;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;572;
Tursiops truncatus;delfín naríz de botella;Animalia;NO;XV-V, VI-XI, JF, DV;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;0;0;1;1;"EN [Ecotipo costero]; LC [Resto población]";161;
Ugni selkirkii;murtillo;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;334;
Ulantha apinnula;;Plantae;SI;VII;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;EN;5435;
Umbilicaria polyphylla;liquen (genérico);Fungi;NO;V-XII, ANT;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;"DD (Chile continental sudamericano);
LC (Chile continental antártico)";;
Uncinia costata; ;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;1180;
Uncinia douglasii; ;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;VU;1181;
Uretacris lilai;langosta de Ureta, langosta de Lila, langosta de La Chimba;Animalia;Si;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Urocarpidium sanambrosianum;;Plantae;SI;DV;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;CR;;
Urtica glomeruliflora; ;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;1182;
Urtica masafuerae; ;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;CR;1183;
Usnea aurantiaco-atra anteriromente llamado Neuropogon aurantiaco-ater;liquen (genérico);Fungi;NO;XI-XII;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;LC;;
Usnea eulychniae;no conocido;Fungi;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;;
Valdivia gayana;valdivia;Plantae;SI;XIV-X;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;VU-R;104;
Valdiviomyia camrasi;mosca florícola valdiviana de Camras;Animalia;SI;IX-X;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;VU;;
Valdiviomyia darwini;mosca florícola valdiviana de Darwin;Animalia;SI;VIII-X;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;NT;;
Valdiviomyia gigantea;mosca florícola valdiviana gigante;Animalia;SI;IX-X;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;EN;;
Valdiviomyia nigra;mosca florícola valdiviana negra;Animalia;NO;IX-X;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;VU;;
Valdiviomyia ruficauda;mosca florícola valdiviana de cola roja;Animalia;NO;IX;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;VU;;
Valdiviomyia shannoni;mosca florícola valdiviana de Shannon;Animalia;NO;IX, X;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;VU;;
Valeriana praecipitis;valeriana de los precipicios;Plantae;SI;XVI;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;EN;;
Valeriana senecioides;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;1070;
Varicellaria velata;liquen;Fungi;NO;IV, VII, IX, XI, JF;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;1;0;LC;;
Vestia foetidaa;huévil;Plantae;SI;V-XIV;0;0;0;0;0;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;EN;;
Vicugna vicugna;vicuña;Animalia;NO;XV-III;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;VU;755;
Viola gelida;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;;
Viola godoyae;;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;5436;
Viola johnstonii;;Plantae;SI;II;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;5437;
Virilastacus araucanius;camarón;Animalia;SI;VIII, XIV.X;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;VU;643;
Virilastacus rucapihuelensis;camarón;Animalia;SI;X;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;EN;5440;
Vittaria ensiformis;;Plantae;NO;IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;NT;619;
Vultur gryphus;cóndor;Animalia;NO;XV-XII;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;NT;701;
Wahlenbergia berteroi;;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;335;
Wahlenbergia fernandeziana;;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN;336;
Wahlenbergia grahamiae;;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;337;
Wahlenbergia masafuerae;;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;;
Wahlenbergia tuberosa;;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;339;
Weberbauera lagunae; ;Plantae;SI;III;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;1184;
Woodsia montevidensis;;Plantae;NO;XV;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;1824;
Xanthomendoza mendozae;liquen (genérico);Fungi;NO;III-XII;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;LC;;
Xanthoparmelia farinosa;liquen;Fungi;NO;XII, JF, IP;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;LC;;
Xanthopeltis rupicola;liquen;Fungi;SI;V-RM;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;;
Xenospingus concolor;pizarrita;Animalia;No;XV-III;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;NT;;
Yunquea tenzii;yunquea;Plantae;Si;JF;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;EN-R;340;
Zaedyus pichiy;piche;Animalia;NO;V, VII-VIII, XI-XII;0;0;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;0;NT;738;
Ziphius cavirostris;ballena picuda de Cuvier;Animalia;NO;XV?-III?, IV-V, VI?-XI?, XII, ANT?, IP?, JF?, SG?, DV?;sd;sd;sd;sd;1;1;0;sd;sd;sd;sd;sd;sd;sd;sd;1;sd;sd;sd;sd;sd;LC;795;
Zostera chilensis;pasto marino;Plantae;Si;III-IV;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;EN;5439;
